sheet,column,gap_status,candidate_current_tables,candidate_any_schema,rationale
Adjustments Body,ADDSGST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.SGST; Transaction_Payments_Table.SGST,CompanyDetails_Table.gst; CoverNoteItemDetails_Table.SGST; DebtorsAddressToImport.GST; EFIProductsTable.SGST; Master_RegistrationDetails_Table.GST; PreviousYear_POSSales_Table.SGST; SaudaItemDetails_Table.SGST; ServiceBooking_ItemBody_Table.SGST; ServiceBooking_LabourChargesBody_Table.SGST; Transaction_Adjustments_Table.AddSGST; Transaction_BodyTaxes_Table.SGST; Transaction_ItemBody_Table.SGST,Matching column(s) exist in current connector table set.
Adjustments Body,LessIGST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.IGST; Transaction_Payments_Table.IGST,AssetSale_AdjustmentsBody_Table.Less; CompanyDetails_Table.gst; CoverNoteItemDetails_Table.IGST; DebtorsAddressToImport.GST; EFIProductsTable.IGST; Master_RegistrationDetails_Table.GST; PreviousYear_POSSales_Table.IGST; SaudaItemDetails_Table.IGST; ServiceBooking_ItemBody_Table.IGST; ServiceBooking_LabourChargesBody_Table.IGST; Transaction_Adjustments_Table.LessIGST; Transaction_BodyTaxes_Table.IGST,Matching column(s) exist in current connector table set.
Adjustments Body,LessCGST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.CGST; Transaction_Payments_Table.CGST,AssetSale_AdjustmentsBody_Table.Less; CompanyDetails_Table.gst; CoverNoteItemDetails_Table.CGST; DebtorsAddressToImport.GST; EFIProductsTable.CGST; Master_RegistrationDetails_Table.GST; PreviousYear_POSSales_Table.CGST; SaudaItemDetails_Table.CGST; ServiceBooking_ItemBody_Table.CGST; ServiceBooking_LabourChargesBody_Table.CGST; Transaction_Adjustments_Table.LessCGST; Transaction_BodyTaxes_Table.CGST,Matching column(s) exist in current connector table set.
Adjustments Body,LessSGST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.GST; Transaction_ItemBody_Table.SGST; Transaction_Payments_Table.SGST,AssetSale_AdjustmentsBody_Table.Less; CompanyDetails_Table.gst; CoverNoteItemDetails_Table.SGST; DebtorsAddressToImport.GST; EFIProductsTable.SGST; Master_RegistrationDetails_Table.GST; PreviousYear_POSSales_Table.SGST; SaudaItemDetails_Table.SGST; ServiceBooking_ItemBody_Table.SGST; ServiceBooking_LabourChargesBody_Table.SGST; Transaction_Adjustments_Table.LessSGST; Transaction_BodyTaxes_Table.SGST,Matching column(s) exist in current connector table set.
Payments Body,Sno,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_MasterCodes_Table.VoucherLineNo; Master_RegistrationDetails_Table.VoucherLineNo; Master_Table.VoucherLineNo; Transaction_Header_Table.VoucherLineNo; Transaction_ItemBody_Table.VoucherLineNo; Transaction_Payments_Table.VoucherLineNo,AcadamicYearDetails_Table.VoucherLineNo; Account_AccountGroup_Table.VoucherLineNo; AccountingPeriod_Status_Table.VoucherLineNo; AdvanceLicenseDetails_Table.VoucherLineNo; An_CurrentStatus.VoucherLineNo; Apparel_ReorderLevels_Table.VoucherLineNo; ApparelPhysicalStockCheckedItems_Table.VoucherLineNO; ApparelPhysicalStockUpdate_Barcode_Table.VoucherLineNo; ApparelPhysicalStockUpdate_Header_Table.VoucherLineNo; ApparelPhysicalStockUpdate_ItemBody_Table.VoucherLineNo; ApplicationDetails_Table.VoucherLineNo; ApplicationForm_Header_Table.VoucherLineNo,Matching column(s) exist in current connector table set.
Payments Body,Payment Method,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Payments_Table.PaymentMethod,AssetSale_PaymentsBody_Table.PaymentMethod; FeeReceivedDiscountDetails_table.PaymentMethod; Master_BankAccountDetails_Table.PayPaymentMethod; Transaction_NonInventoryBody.PaymentMethod; Transaction_Payments_Table.PaymentMethod; Transaction_PDC_Table.PaymentMethod,Matching column(s) exist in current connector table set.
Payments Body,Cash/Bank Account,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Account; Transaction_Payments_Table.PaymentAccount,AssetSale_AdjustmentsBody_Table.Account; AssetSale_PaymentsBody_Table.CashBankAccount; AssetSale_Reference_Table.Account; BillWiseBalances2020.Account; billwiseOpeningBalances.Account; BudgetDetails_Table.Account; ChequeStatusDetails_Table.BankAccount; deleteddutydrawback.Account; Diagnos_TransHeader_Table.Account; EmailHistoryDetails_Table.cc; FeeReceivableDetails_table.Account; FeeReceivedDetails_table.Account,Matching column(s) exist in current connector table set.
Payments Body,Amount,FILLABLE_FROM_CURRENT_ERP_TABLES,EFIMRDetailsTable.AMOUNT; Transaction_Header_Table.AmountPaid; Transaction_Header_Table.AmountPaidInCC; Transaction_Header_Table.Billdicountamount; Transaction_Header_Table.CrNoteAmount; Transaction_Header_Table.CreditAmount; Transaction_Header_Table.CreditAmountCollected; Transaction_Header_Table.SchDiscAmount,ApplicationDetails_Table.Amount; Assets_ComponentDetails_Table.Amount; AssetSale_PaymentsBody_Table.Amount; AssetSale_Summary_Table.AmountPaid; AutoCRM_Order_Table.LoanAmount; AutoCRM_Order_Table.PayableAmount; AutoCRM_Order_Table.PaidAmount; AutoCRM_Order_Table.BalanceAmount; AutoCRM_Order_Table.TotalAmount; BillwiseSalesManCommission_Table.SlabAmount; BillwiseSalesManCommission_Table.Amount; BillwiseSalesManCommission_Table.ForAmount,Matching column(s) exist in current connector table set.
Payments Body,Instrument Type,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Payments_Table.InstrumentType,AssetSale_PaymentsBody_Table.InstrumentType; Master_Measures_Table.Type; PDIInspectionHeader_Table.Type; Transaction_Payments_Table.InstrumentType; Transaction_PDC_Table.InstrumentType; VehicleAttributes_Table.Type; VMS_VehicleInfo_Table.Type,Matching column(s) exist in current connector table set.
Payments Body,Instrument No,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Payments_Table.InstrumentNo,AssetSale_PaymentsBody_Table.InstrumentNo; ChequeStatusDetails_Table.InstrumentNo; OpeningUnClearedCheques.InstrumentNo; TenderDocuments_DocumentDetails_Table.InstrumentNo; Transaction_Payments_Table.InstrumentNo; Transaction_PDC_Table.InstrumentNo,Matching column(s) exist in current connector table set.
Payments Body,Instrument Date,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Date; Transaction_Payments_Table.InstrumentDate,ApparelPhysicalStockUpdate_Header_Table.Date; AppointmentsDetails_Table.Date; AssetBookDepreciation_Header_Table.Date; AssetInsurance_Header_Table.Date; AssetIssuedoutforMaintenance_Header_Table.Date; AssetMaintenanceContract_Header_Table.Date; AssetReceivedbackfromMaintenance_Header_Table.Date; Assets_ComponentDetails_Table.Date; Assets_GenerateAssetIdsDetails_Table.Date; AssetSale_Header_Table.Date; AssetSale_PaymentsBody_Table.InstrumentDate; AssetStockLedger_Table.Date,Matching column(s) exist in current connector table set.
Payments Body,Instrument Details,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Payments_Table.InstrumentDetails,AssetSale_PaymentsBody_Table.InstrumentDetails; GST3B_EligibleITCBody_Table.Details; OpeningUnClearedCheques.InstrumentDetails; Transaction_Payments_Table.InstrumentDetails; Transaction_PDC_Table.InstrumentDetails,Matching column(s) exist in current connector table set.
Reference,Ref VoucherSeries,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_MasterCodes_Table.VoucherSeries; Master_RegistrationDetails_Table.VoucherSeries; Master_Table.VoucherSeries; Transaction_Header_Table.VoucherSeries; Transaction_Header_Table.ReferenceVoucherSeries; Transaction_ItemBody_Table.VoucherSeries; Transaction_ItemBody_Table.TVoucherSeries; Transaction_Payments_Table.VoucherSeries,AcadamicYearDetails_Table.VoucherSeries; Account_AccountGroup_Table.VoucherSeries; AccountingPeriod_Status_Table.VoucherSeries; AdvanceLicenseDetails_Table.VoucherSeries; An_CurrentStatus.VoucherSeries; An_SendMessage.VoucherSeries; Apparel_ReorderLevels_Table.VoucherSeries; ApparelPhysicalStockCheckedItems_Table.VoucherSeries; ApparelPhysicalStockUpdate_Barcode_Table.VoucherSeries; ApparelPhysicalStockUpdate_Header_Table.VoucherSeries; ApparelPhysicalStockUpdate_ItemBody_Table.VoucherSeries; ApplicationDetails_Table.VoucherSeries,Matching column(s) exist in current connector table set.
Other Info,Other Info1,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.OtherInfo1; Transaction_Header_Table.OtherInfo10; Transaction_Header_Table.OtherInfo11; Transaction_Header_Table.OtherInfo12,AssetSale_OtherInfo_Table.OtherInfo1; ClosingReading_OtherInfo_Table.OtherInfo1; EmployeeAttendanceDetails_Table.OT; Master_PersonalInfo_Table.OtherInfo1; OpeningReading_OtherInfo_Table.OtherInfo1; PreviousYear_POSPartyDetails_Table.OtherInfo1; SummaryAttendanceDetails_Table.OT; Transaction_Header_Table.OtherInfo1; Transaction_Header_Table.OtherInfo10; Transaction_Header_Table.OtherInfo11; Transaction_Header_Table.OtherInfo12,Matching column(s) exist in current connector table set.
Other Info,Other Info2,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.OtherInfo2,AssetSale_OtherInfo_Table.OtherInfo2; ClosingReading_OtherInfo_Table.OtherInfo2; EmployeeAttendanceDetails_Table.OT; Master_PersonalInfo_Table.OtherInfo2; OpeningReading_OtherInfo_Table.OtherInfo2; PreviousYear_POSPartyDetails_Table.OtherInfo2; SummaryAttendanceDetails_Table.OT; Transaction_Header_Table.OtherInfo2,Matching column(s) exist in current connector table set.
Other Info,Other Info3,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.OtherInfo3,AssetSale_OtherInfo_Table.OtherInfo3; ClosingReading_OtherInfo_Table.OtherInfo3; EmployeeAttendanceDetails_Table.OT; Master_PersonalInfo_Table.OtherInfo3; OpeningReading_OtherInfo_Table.OtherInfo3; PreviousYear_POSPartyDetails_Table.OtherInfo3; SummaryAttendanceDetails_Table.OT; Transaction_Header_Table.OtherInfo3,Matching column(s) exist in current connector table set.
Other Info,Other Info4,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.OtherInfo4,AssetSale_OtherInfo_Table.OtherInfo4; ClosingReading_OtherInfo_Table.OtherInfo4; EmployeeAttendanceDetails_Table.OT; Master_PersonalInfo_Table.OtherInfo4; OpeningReading_OtherInfo_Table.OtherInfo4; PreviousYear_POSPartyDetails_Table.OtherInfo4; SummaryAttendanceDetails_Table.OT; Transaction_Header_Table.OtherInfo4,Matching column(s) exist in current connector table set.
Other Info,Other Info5,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.OtherInfo5,AssetSale_OtherInfo_Table.OtherInfo5; ClosingReading_OtherInfo_Table.OtherInfo5; EmployeeAttendanceDetails_Table.OT; Master_PersonalInfo_Table.OtherInfo5; OpeningReading_OtherInfo_Table.OtherInfo5; PreviousYear_POSPartyDetails_Table.OtherInfo5; SummaryAttendanceDetails_Table.OT; Transaction_Header_Table.OtherInfo5,Matching column(s) exist in current connector table set.
Transaction Details,Branch,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Branch; Transaction_ItemBody_Table.ToBranch; Transaction_Payments_Table.LineBranch,Apparel_ReorderLevels_Table.Branch; AssetAllotmentDetails_Table.FromBranch; AssetAllotmentDetails_Table.ToBranch; AssetBookDepreciation_Header_Table.Branch; Assets_GenerateAssetIdsDetails_Table.Branch; Assets_GenerateAssetIdsDetails_Table.BranchCode; AssetStockLedger_Table.Branch; AssetTaxDepreciation_Header_Table.Branch; AssetTypeIDGenerationDetails_Table.Branch; AssetTypeIDGenerationDetails_Table.BranchCode; BankPassbookDetails_Table.branchcode; BarcodeText_Table.Branch,Matching column(s) exist in current connector table set.
Transaction Details,Location,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Location; Transaction_Header_Table.LocationForAll; Transaction_ItemBody_Table.Location; Transaction_ItemBody_Table.ToLocation,Apparel_ReorderLevels_Table.Location; AssetAllotmentDetails_Table.FromLocation; AssetAllotmentDetails_Table.ToLocation; AssetBookDepreciation_Header_Table.Location; Assets_GenerateAssetIdsDetails_Table.Location; Assets_GenerateAssetIdsDetails_Table.LocationCode; AssetStockLedger_Table.Location; AssetTaxDepreciation_Header_Table.Location; AssetTypeIDGenerationDetails_Table.Location; AssetTypeIDGenerationDetails_Table.LocationCode; AutoCRM_Order_Table.DeliveryLocation; DeliveryPackingListDetails_Table.Location,Matching column(s) exist in current connector table set.
Transaction Details,Location for All,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Location; Transaction_Header_Table.LocationForAll; Transaction_ItemBody_Table.Location; Transaction_ItemBody_Table.ToLocation,Apparel_ReorderLevels_Table.Location; AssetAllotmentDetails_Table.FromLocation; AssetAllotmentDetails_Table.ToLocation; AssetBookDepreciation_Header_Table.Location; Assets_GenerateAssetIdsDetails_Table.Location; Assets_GenerateAssetIdsDetails_Table.LocationCode; AssetStockLedger_Table.Location; AssetTaxDepreciation_Header_Table.Location; AssetTypeIDGenerationDetails_Table.Location; AssetTypeIDGenerationDetails_Table.LocationCode; AutoCRM_Order_Table.DeliveryLocation; DeliveryPackingListDetails_Table.Location,Matching column(s) exist in current connector table set.
Transaction Details,UserName,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.UserName,ApplicationForm_Header_Table.Name; ApplicationSettings_Table.UserName; CS_table.UserName; CustomersWithMKTGNGroup.Name; EmailConfiguration_Table.username; MainScreens.name; MasterRestrictionDetails_Table.UserName; ModuleDetails.Name; OtherLayouts_table.UserName; POS_Header_Table.UserName; PreviousYear_POSPartyDetails_Table.UserName; previousYearDataBase_Table.Name,Matching column(s) exist in current connector table set.
Transaction Details,Executive,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Executive,AssetAllotmentDetails_Table.FromExecutive; AssetAllotmentDetails_Table.ToExecutive; AutoCRM_Enquiry_AllotedExecutive_Table.FromExecutive; AutoCRM_Enquiry_AllotedExecutive_Table.ToExecutive; AutoCRM_EnquiryFollowUpDetails_Table.Executive; BillWiseBalances2020.Executive; billwiseOpeningBalances.Executive; customerandexecutivetable.Executive; DebtorsAddressToImport.Executive; Exec_Details_Table.Executive; Exec_Details_Table.Executiveword; Exec_Details_Table.nexecutiveword,Matching column(s) exist in current connector table set.
